tile_id,cloud_cover,date,spatial_cover,links
T14SQA,0,2022-05-26,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14SQA.2022146T165849.v2.0/HLS.S30.T14SQA.2022146T165849.v2.0.Fmask.tif'}"
T14RQV,0,2022-04-06,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022096T165839.v2.0/HLS.S30.T14RQV.2022096T165839.v2.0.Fmask.tif'}"
T14RQV,1,2022-09-13,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022256T165849.v2.0/HLS.S30.T14RQV.2022256T165849.v2.0.Fmask.tif'}"
T14RQV,0,2022-09-28,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQV.2022271T170111.v2.0/HLS.S30.T14RQV.2022271T170111.v2.0.Fmask.tif'}"
T14RQU,0,2022-04-06,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022096T165839.v2.0/HLS.S30.T14RQU.2022096T165839.v2.0.Fmask.tif'}"
T14RQU,1,2022-05-26,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022146T165849.v2.0/HLS.S30.T14RQU.2022146T165849.v2.0.Fmask.tif'}"
T14RQU,0,2022-09-28,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQU.2022271T170111.v2.0/HLS.S30.T14RQU.2022271T170111.v2.0.Fmask.tif'}"
T14RQT,0,2022-03-02,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022061T170221.v2.0/HLS.S30.T14RQT.2022061T170221.v2.0.Fmask.tif'}"
T14RQT,0,2022-03-12,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022071T170111.v2.0/HLS.S30.T14RQT.2022071T170111.v2.0.Fmask.tif'}"
T14RQT,5,2022-05-16,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T14RQT.2022136T165849.v2.0/HLS.S30.T14RQT.2022136T165849.v2.0.Fmask.tif'}"
T15RTP,1,2022-03-12,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022071T170111.v2.0/HLS.S30.T15RTP.2022071T170111.v2.0.Fmask.tif'}"
T15RTP,2,2022-03-27,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022086T165849.v2.0/HLS.S30.T15RTP.2022086T165849.v2.0.Fmask.tif'}"
T15RTP,1,2022-04-01,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTP.2022091T165851.v2.0/HLS.S30.T15RTP.2022091T165851.v2.0.Fmask.tif'}"
T15RTN,1,2022-03-02,93,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022061T170221.v2.0/HLS.S30.T15RTN.2022061T170221.v2.0.Fmask.tif'}"
T15RTN,0,2022-03-12,93,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022071T170111.v2.0/HLS.S30.T15RTN.2022071T170111.v2.0.Fmask.tif'}"
T15RTN,1,2022-09-28,93,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTN.2022271T170111.v2.0/HLS.S30.T15RTN.2022271T170111.v2.0.Fmask.tif'}"
T15STS,0,2022-03-12,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022071T170111.v2.0/HLS.S30.T15STS.2022071T170111.v2.0.Fmask.tif'}"
T15STS,0,2022-06-25,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022176T165849.v2.0/HLS.S30.T15STS.2022176T165849.v2.0.Fmask.tif'}"
T15STS,3,2022-09-28,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STS.2022271T170111.v2.0/HLS.S30.T15STS.2022271T170111.v2.0.Fmask.tif'}"
T15STR,0,2022-03-12,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022071T170111.v2.0/HLS.S30.T15STR.2022071T170111.v2.0.Fmask.tif'}"
T15STR,1,2022-06-25,100,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022176T165849.v2.0/HLS.S30.T15STR.2022176T165849.v2.0.Fmask.tif'}"
T15STR,0,2022-09-28,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15STR.2022271T170111.v2.0/HLS.S30.T15STR.2022271T170111.v2.0.Fmask.tif'}"
T15RTQ,0,2022-03-12,99,"{'B02': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B02.tif', 'B03': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B03.tif', 'B04': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B04.tif', 'B8A': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B8A.tif', 'B11': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B11.tif', 'B12': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.B12.tif', 'Fmask': 's3://lp-prod-protected/HLSS30.020/HLS.S30.T15RTQ.2022071T170111.v2.0/HLS.S30.T15RTQ.2022071T170111.v2.0.Fmask.tif'}"
