chip_id,chip_x,chip_y,tile
chip_107_422,483105.0,2450205.0,59XNN
chip_084_207,-961695.0,2604765.0,01XEP
chip_421_324,-175455.0,340125.0,01XEP
chip_370_349,-7455.0,682845.0,01XEP
chip_144_498,993825.0,2201565.0,59XNN
chip_155_469,798945.0,2127645.0,59XNN
chip_344_459,731745.0,857565.0,59XNN
chip_134_472,819105.0,2268765.0,59XNN
chip_087_351,5985.0,2584605.0,58XEU
chip_063_084,-1788255.0,2745885.0,01XEP
chip_221_316,-229215.0,1684125.0,01XEP
chip_096_491,946785.0,2524125.0,59XNN
chip_315_519,1134945.0,1052445.0,59XNN
chip_148_501,1013985.0,2174685.0,59XNN
chip_093_356,39585.0,2544285.0,58XEU
chip_328_502,1020705.0,965085.0,59XNN
chip_178_268,-551775.0,1973085.0,01XEP
chip_200_323,-182175.0,1825245.0,01XEP
chip_088_302,-323295.0,2577885.0,01XEP
chip_118_448,657825.0,2376285.0,59XNN
chip_225_372,147105.0,1657245.0,58XEU
chip_100_388,254625.0,2497245.0,58XEU
chip_101_364,93345.0,2490525.0,58XEU
chip_152_477,852705.0,2147805.0,59XNN
chip_053_344,-41055.0,2813085.0,01XEP
chip_220_311,-262815.0,1690845.0,01XEP
chip_119_585,1578465.0,2369565.0,59XNN
chip_221_292,-390495.0,1684125.0,01XEP
chip_252_265,-571935.0,1475805.0,01XEP
chip_333_508,1061025.0,931485.0,59XNN
chip_089_363,86625.0,2571165.0,58XEU
chip_158_462,751905.0,2107485.0,59XNN
chip_082_354,26145.0,2618205.0,58XEU
chip_123_446,644385.0,2342685.0,59XNN
chip_253_416,442785.0,1469085.0,59XNN
chip_129_142,-1398495.0,2302365.0,01XEP
chip_220_462,751905.0,1690845.0,59XNN
chip_058_192,-1062495.0,2779485.0,01XEP
chip_214_429,530145.0,1731165.0,59XNN
chip_105_374,160545.0,2463645.0,58XEU
chip_122_380,200865.0,2349405.0,58XEU
chip_241_474,832545.0,1549725.0,59XNN
chip_330_498,993825.0,951645.0,59XNN
chip_138_494,966945.0,2241885.0,59XNN
chip_242_590,1612065.0,1543005.0,59XNN
chip_265_567,1457505.0,1388445.0,59XNN
chip_291_134,-1452255.0,1213725.0,01XEP
chip_139_487,919905.0,2235165.0,59XNN
chip_069_326,-162015.0,2705565.0,01XEP
chip_237_591,1618785.0,1576605.0,59XNN
chip_107_106,-1640415.0,2450205.0,01XEP
chip_120_509,1067745.0,2362845.0,59XNN
chip_115_487,919905.0,2396445.0,59XNN
chip_148_478,859425.0,2174685.0,59XNN
chip_181_237,-760095.0,1952925.0,01XEP
chip_138_430,536865.0,2241885.0,59XNN
chip_241_331,-128415.0,1549725.0,01XEP
chip_182_606,1719585.0,1946205.0,59XNN
chip_097_379,194145.0,2517405.0,58XEU
chip_051_173,-1190175.0,2826525.0,01XEP
chip_274_468,792225.0,1327965.0,59XNN
chip_061_298,-350175.0,2759325.0,01XEP
chip_145_445,637665.0,2194845.0,59XNN
chip_198_311,-262815.0,1838685.0,01XEP
chip_165_469,798945.0,2060445.0,59XNN
chip_153_480,872865.0,2141085.0,59XNN
chip_110_419,462945.0,2430045.0,59XNN
chip_298_352,12705.0,1166685.0,58XEU
chip_233_334,-108255.0,1603485.0,01XEP
chip_055_144,-1385055.0,2799645.0,01XEP
chip_168_268,-551775.0,2040285.0,01XEP
chip_218_431,543585.0,1704285.0,59XNN
chip_147_478,859425.0,2181405.0,59XNN
chip_125_492,953505.0,2329245.0,59XNN
chip_154_478,859425.0,2134365.0,59XNN
chip_081_355,32865.0,2624925.0,58XEU
chip_107_417,449505.0,2450205.0,59XNN
chip_063_345,-34335.0,2745885.0,01XEP
chip_164_420,469665.0,2067165.0,59XNN
chip_127_502,1020705.0,2315805.0,59XNN
chip_114_423,489825.0,2403165.0,59XNN
chip_183_356,39585.0,1939485.0,58XEU
chip_084_357,46305.0,2604765.0,58XEU
chip_310_542,1289505.0,1086045.0,59XNN
chip_077_347,-20895.0,2651805.0,01XEP
chip_104_370,133665.0,2470365.0,58XEU
chip_135_484,899745.0,2262045.0,59XNN
chip_244_334,-108255.0,1529565.0,01XEP
chip_102_375,167265.0,2483805.0,58XEU
chip_276_473,825825.0,1314525.0,59XNN
chip_181_239,-746655.0,1952925.0,01XEP
chip_137_478,859425.0,2248605.0,59XNN
chip_219_336,-94815.0,1697565.0,01XEP
chip_253_448,657825.0,1469085.0,59XNN
chip_249_594,1638945.0,1495965.0,59XNN
chip_254_444,630945.0,1462365.0,59XNN
chip_125_441,610785.0,2329245.0,59XNN
chip_116_583,1565025.0,2389725.0,59XNN
chip_216_264,-578655.0,1717725.0,01XEP
chip_064_331,-128415.0,2739165.0,01XEP
chip_080_231,-800415.0,2631645.0,01XEP
chip_221_333,-114975.0,1684125.0,01XEP
chip_253_271,-531615.0,1469085.0,01XEP
chip_271_265,-571935.0,1348125.0,01XEP
chip_079_220,-874335.0,2638365.0,01XEP
chip_217_314,-242655.0,1711005.0,01XEP
chip_181_606,1719585.0,1952925.0,59XNN
chip_238_286,-430815.0,1569885.0,01XEP
chip_063_357,46305.0,2745885.0,58XEU
chip_145_483,893025.0,2194845.0,59XNN
chip_335_500,1007265.0,918045.0,59XNN
chip_167_587,1591905.0,2047005.0,59XNN
chip_111_388,254625.0,2423325.0,58XEU
chip_119_576,1517985.0,2369565.0,59XNN
chip_272_429,530145.0,1341405.0,59XNN
chip_076_326,-162015.0,2658525.0,01XEP
chip_370_350,-735.0,682845.0,01XEP
chip_237_590,1612065.0,1576605.0,59XNN
chip_103_376,173985.0,2477085.0,58XEU
chip_248_593,1632225.0,1502685.0,59XNN
chip_270_267,-558495.0,1354845.0,01XEP
chip_146_495,973665.0,2188125.0,59XNN
chip_184_239,-746655.0,1932765.0,01XEP
chip_136_478,859425.0,2255325.0,59XNN
chip_087_201,-1002015.0,2584605.0,01XEP
chip_118_484,899745.0,2376285.0,59XNN
chip_227_292,-390495.0,1643805.0,01XEP
chip_153_479,866145.0,2141085.0,59XNN
chip_255_273,-518175.0,1455645.0,01XEP
chip_332_509,1067745.0,938205.0,59XNN
chip_237_595,1645665.0,1576605.0,59XNN
chip_139_440,604065.0,2235165.0,59XNN
chip_219_468,792225.0,1697565.0,59XNN
chip_267_274,-511455.0,1375005.0,01XEP
chip_298_351,5985.0,1166685.0,58XEU
chip_180_407,382305.0,1959645.0,59XNN
chip_105_377,180705.0,2463645.0,58XEU
chip_094_357,46305.0,2537565.0,58XEU
chip_238_285,-437535.0,1569885.0,01XEP
chip_217_429,530145.0,1711005.0,59XNN
chip_182_406,375585.0,1946205.0,59XNN
chip_317_530,1208865.0,1039005.0,59XNN
chip_143_479,866145.0,2208285.0,59XNN
chip_140_486,913185.0,2228445.0,59XNN
chip_200_030,-2151135.0,1825245.0,01XEP
chip_094_359,59745.0,2537565.0,58XEU
chip_245_580,1544865.0,1522845.0,59XNN
chip_258_443,624225.0,1435485.0,59XNN
chip_067_307,-289695.0,2719005.0,01XEP
chip_142_492,953505.0,2215005.0,59XNN
chip_086_356,39585.0,2591325.0,58XEU
chip_084_327,-155295.0,2604765.0,01XEP
chip_147_443,624225.0,2181405.0,59XNN
chip_330_333,-114975.0,951645.0,01XEP
chip_319_510,1074465.0,1025565.0,59XNN
chip_120_565,1444065.0,2362845.0,59XNN
chip_127_303,-316575.0,2315805.0,01XEP
chip_123_415,436065.0,2342685.0,59XNN
chip_161_480,872865.0,2087325.0,59XNN
chip_226_605,1712865.0,1650525.0,59XNN
chip_217_336,-94815.0,1711005.0,01XEP
chip_318_531,1215585.0,1032285.0,59XNN
chip_180_244,-713055.0,1959645.0,01XEP
chip_199_367,113505.0,1831965.0,58XEU
chip_268_370,133665.0,1368285.0,58XEU
chip_330_497,987105.0,951645.0,59XNN
chip_168_589,1605345.0,2040285.0,59XNN
chip_052_238,-753375.0,2819805.0,01XEP
chip_238_336,-94815.0,1569885.0,01XEP
chip_334_503,1027425.0,924765.0,59XNN
chip_138_490,940065.0,2241885.0,59XNN
chip_270_408,389025.0,1354845.0,59XNN
chip_191_459,731745.0,1885725.0,59XNN
chip_111_421,476385.0,2423325.0,59XNN
chip_173_350,-735.0,2006685.0,01XEP
chip_165_582,1558305.0,2060445.0,59XNN
chip_124_433,557025.0,2335965.0,59XNN
chip_114_506,1047585.0,2403165.0,59XNN
chip_112_419,462945.0,2416605.0,59XNN
chip_386_324,-175455.0,575325.0,01XEP
chip_116_561,1417185.0,2389725.0,59XNN
chip_103_370,133665.0,2477085.0,58XEU
chip_253_263,-585375.0,1469085.0,01XEP
chip_334_499,1000545.0,924765.0,59XNN
chip_106_333,-114975.0,2456925.0,01XEP
chip_114_584,1571745.0,2403165.0,59XNN
chip_119_569,1470945.0,2369565.0,59XNN
chip_153_467,785505.0,2141085.0,59XNN
chip_121_566,1450785.0,2356125.0,59XNN
chip_077_300,-336735.0,2651805.0,01XEP
chip_181_250,-672735.0,1952925.0,01XEP
chip_228_023,-2198175.0,1637085.0,01XEP
chip_278_402,348705.0,1301085.0,59XNN
chip_247_290,-403935.0,1509405.0,01XEP
chip_227_290,-403935.0,1643805.0,01XEP
chip_255_277,-491295.0,1455645.0,01XEP
chip_123_495,973665.0,2342685.0,59XNN
chip_054_264,-578655.0,2806365.0,01XEP
chip_139_486,913185.0,2235165.0,59XNN
chip_036_148,-1358175.0,2927325.0,01XEP
chip_085_264,-578655.0,2598045.0,01XEP
chip_128_506,1047585.0,2309085.0,59XNN
chip_124_303,-316575.0,2335965.0,01XEP
chip_101_365,100065.0,2490525.0,58XEU
chip_120_436,577185.0,2362845.0,59XNN
chip_090_373,153825.0,2564445.0,58XEU
chip_203_308,-282975.0,1805085.0,01XEP
chip_270_409,395745.0,1354845.0,59XNN
chip_055_345,-34335.0,2799645.0,01XEP
chip_118_584,1571745.0,2376285.0,59XNN
chip_172_154,-1317855.0,2013405.0,01XEP
chip_253_285,-437535.0,1469085.0,01XEP
chip_075_309,-276255.0,2665245.0,01XEP
chip_144_496,980385.0,2201565.0,59XNN
chip_327_516,1114785.0,971805.0,59XNN
chip_246_334,-108255.0,1516125.0,01XEP
chip_102_360,66465.0,2483805.0,58XEU
chip_081_306,-296415.0,2624925.0,01XEP
chip_110_417,449505.0,2430045.0,59XNN
chip_336_499,1000545.0,911325.0,59XNN
chip_416_321,-195615.0,373725.0,01XEP
chip_251_260,-605535.0,1482525.0,01XEP
chip_050_299,-343455.0,2833245.0,01XEP
chip_243_450,671265.0,1536285.0,59XNN
chip_071_257,-625695.0,2692125.0,01XEP
chip_036_117,-1566495.0,2927325.0,01XEP
chip_245_435,570465.0,1522845.0,59XNN
chip_257_443,624225.0,1442205.0,59XNN
chip_096_377,180705.0,2524125.0,58XEU
chip_118_446,644385.0,2376285.0,59XNN
chip_100_370,133665.0,2497245.0,58XEU
chip_259_444,630945.0,1428765.0,59XNN
chip_036_118,-1559775.0,2927325.0,01XEP
chip_241_288,-417375.0,1549725.0,01XEP
chip_037_102,-1667295.0,2920605.0,01XEP
chip_345_468,792225.0,850845.0,59XNN
chip_247_582,1558305.0,1509405.0,59XNN
chip_256_271,-531615.0,1448925.0,01XEP
chip_168_588,1598625.0,2040285.0,59XNN
chip_148_491,946785.0,2174685.0,59XNN
chip_239_269,-545055.0,1563165.0,01XEP
chip_132_474,832545.0,2282205.0,59XNN
chip_282_267,-558495.0,1274205.0,01XEP
chip_418_313,-249375.0,360285.0,01XEP
chip_225_274,-511455.0,1657245.0,01XEP
chip_183_607,1726305.0,1939485.0,59XNN
chip_162_535,1242465.0,2080605.0,59XNN
chip_150_493,960225.0,2161245.0,59XNN
chip_316_343,-47775.0,1045725.0,01XEP
chip_112_405,368865.0,2416605.0,58XEU
chip_158_617,1793505.0,2107485.0,59XNN
chip_289_444,630945.0,1227165.0,59XNN
chip_237_335,-101535.0,1576605.0,01XEP
chip_131_444,630945.0,2288925.0,59XNN
chip_118_383,221025.0,2376285.0,58XEU
chip_015_061,-1942815.0,3068445.0,01XEP
chip_120_370,133665.0,2362845.0,58XEU
chip_132_445,637665.0,2282205.0,59XNN
chip_046_307,-289695.0,2860125.0,01XEP
chip_118_382,214305.0,2376285.0,58XEU
chip_371_349,-7455.0,676125.0,01XEP
chip_248_583,1565025.0,1502685.0,59XNN
chip_106_288,-417375.0,2456925.0,01XEP
chip_195_410,402465.0,1858845.0,59XNN
chip_275_398,321825.0,1321245.0,59XNN
chip_120_155,-1311135.0,2362845.0,01XEP
chip_103_411,409185.0,2477085.0,58XEU
chip_192_302,-323295.0,1879005.0,01XEP
chip_247_335,-101535.0,1509405.0,01XEP
chip_102_453,691425.0,2483805.0,59XNN
chip_118_467,785505.0,2376285.0,59XNN
chip_209_425,503265.0,1764765.0,59XNN
chip_238_276,-498015.0,1569885.0,01XEP
chip_120_575,1511265.0,2362845.0,59XNN
chip_212_335,-101535.0,1744605.0,01XEP
chip_115_379,194145.0,2396445.0,58XEU
chip_093_364,93345.0,2544285.0,58XEU
chip_119_567,1457505.0,2369565.0,59XNN
chip_183_605,1712865.0,1939485.0,59XNN
chip_253_447,651105.0,1469085.0,59XNN
chip_061_194,-1049055.0,2759325.0,01XEP
chip_118_582,1558305.0,2376285.0,59XNN
chip_144_469,798945.0,2201565.0,59XNN
chip_138_615,1780065.0,2241885.0,59XNN
chip_292_552,1356705.0,1207005.0,59XNN
chip_284_079,-1821855.0,1260765.0,01XEN
chip_221_309,-276255.0,1684125.0,01XEP
chip_102_344,-41055.0,2483805.0,01XEP
chip_116_438,590625.0,2389725.0,59XNN
chip_147_493,960225.0,2181405.0,59XNN
chip_129_478,859425.0,2302365.0,59XNN
chip_088_362,79905.0,2577885.0,58XEU
chip_220_333,-114975.0,1690845.0,01XEP
chip_306_525,1175265.0,1112925.0,59XNN
chip_147_481,879585.0,2181405.0,59XNN
chip_061_094,-1721055.0,2759325.0,01XEP
chip_101_332,-121695.0,2490525.0,01XEP
chip_309_380,200865.0,1092765.0,59XNN
chip_115_564,1437345.0,2396445.0,59XNN
chip_242_471,812385.0,1543005.0,59XNN
chip_084_361,73185.0,2604765.0,58XEU
chip_074_058,-1962975.0,2671965.0,01XEP
chip_100_390,268065.0,2497245.0,58XEU
chip_066_353,19425.0,2725725.0,58XEU
chip_141_481,879585.0,2221725.0,59XNN
chip_358_324,-175455.0,763485.0,01XEP
chip_108_398,321825.0,2443485.0,58XEU
chip_254_267,-558495.0,1462365.0,01XEP
chip_232_596,1652385.0,1610205.0,59XNN
chip_160_399,328545.0,2094045.0,58XEU
chip_092_367,113505.0,2551005.0,58XEU
chip_140_484,899745.0,2228445.0,59XNN
chip_170_601,1685985.0,2026845.0,59XNN
chip_232_330,-135135.0,1610205.0,01XEP
chip_162_469,798945.0,2080605.0,59XNN
chip_217_442,617505.0,1711005.0,59XNN
chip_100_358,53025.0,2497245.0,58XEU
chip_216_433,557025.0,1717725.0,59XNN
chip_141_474,832545.0,2221725.0,59XNN
chip_106_408,389025.0,2456925.0,58XEU
chip_219_333,-114975.0,1697565.0,01XEP
chip_224_331,-128415.0,1663965.0,01XEP
chip_090_355,32865.0,2564445.0,58XEU
chip_083_357,46305.0,2611485.0,58XEU
chip_138_480,872865.0,2241885.0,59XNN
chip_141_491,946785.0,2221725.0,59XNN
chip_130_505,1040865.0,2295645.0,59XNN
chip_129_446,644385.0,2302365.0,59XNN
chip_134_304,-309855.0,2268765.0,01XEP
chip_095_349,-7455.0,2530845.0,01XEP
chip_217_425,503265.0,1711005.0,59XNN
chip_323_387,247905.0,998685.0,59XNN
chip_062_316,-229215.0,2752605.0,01XEP
chip_053_113,-1593375.0,2813085.0,01XEP
chip_173_605,1712865.0,2006685.0,59XNN
chip_234_442,617505.0,1596765.0,59XNN
chip_171_264,-578655.0,2020125.0,01XEP
chip_233_288,-417375.0,1603485.0,01XEP
chip_284_276,-498015.0,1260765.0,01XEP
chip_170_579,1538145.0,2026845.0,59XNN
chip_190_284,-444255.0,1892445.0,01XEP
chip_119_555,1376865.0,2369565.0,59XNN
chip_211_336,-94815.0,1751325.0,01XEP
chip_231_296,-363615.0,1616925.0,01XEP
chip_279_256,-632415.0,1294365.0,01XEP
chip_166_264,-578655.0,2053725.0,01XEP
