chip_id,chip_x,chip_y,tile,valid_first,valid_second,valid_third,bad_pct_first,bad_pct_second,bad_pct_third,first_image_date,second_image_date,third_image_date,bad_pct_max,na_count
chip_184_236,-105.08549378553327,40.08113003057979,13TDE,,,,,,,,,,,
chip_273_471,-87.04330362752218,34.72787370686188,16SDD,,,,,,,,,,,
chip_254_259,-102.8601466402638,36.01343953639462,13SFV,,,,,,,,,,,
chip_085_328,-97.92557347528631,46.35754220846489,14TNS,,,,,,,,,,,
chip_056_317,-98.9618918166718,48.10231485170755,14UMU,,,,,,,,,,,
chip_145_497,-83.9359424516659,42.18934328614335,17TKG,,,,,,,,,,,
chip_309_517,-84.00220330559074,32.26990241420101,16SGA,,,,,,,,,,,
chip_119_559,-78.55131585638888,43.157702040236266,17TPH,,,,,,,,,,,
chip_226_289,-100.71013075977642,37.799313179555256,14SLG,,,,,,,,,,,
chip_113_607,-74.55279796379364,42.92425182056453,18TWN,,,,,,,,,,,
chip_245_592,-77.84713129974962,35.3601728523305,18STE,,,,,,,,,,,
chip_144_445,-88.17539269178629,42.57565295191577,16TCN,,,,,,,,,,,
chip_251_284,-100.99367192602286,36.286605050529616,14SLF,,,,,,,,,,,
chip_096_323,-98.33736141581709,45.684886570596376,14TNR,,,,,,,,,,,
chip_110_377,-93.71018947295556,44.839459111024006,15TVK,,,,,,,,,,,
chip_267_480,-86.33587221629953,35.033680340445834,16SED,,,,,,,,,,,
chip_120_556,-78.81137530648515,43.131242794093545,17TPH,,,,,,,,,,,
chip_254_271,-101.95912111335872,36.06197066599288,13SGA,,,,,,,,,,,
chip_151_493,-84.32134633055898,41.86163743658298,17TKG,,,,,,,,,,,
chip_329_497,-85.58448722502634,31.213391572029227,16RFV,,,,,,,,,,,
chip_179_238,-104.9646400153942,40.39106692035386,13TDE,,,,,,,,,,,
chip_116_114,-115.7122023792079,43.01666062523378,11TPH,,,,,,,,,,,
chip_117_574,-77.29693485823552,43.105235425649695,18TUN,,,,,,,,,,,
chip_217_335,-97.17392820160562,38.42412564863961,14SPH,,,,,,,,,,,
chip_059_087,-119.01886913921072,46.00635300467259,11TLM,,,,,,,,,,,
chip_057_192,-110.03324235231584,47.36087026392336,12TWT,,,,,,,,,,,
chip_273_459,-87.92785490420462,34.79237790856989,16SDD,,,,,,,,,,,
chip_136_480,-85.23617845104847,42.84892913479691,16TFN,,,,,,,,,,,
chip_185_613,-75.3525772744449,38.6292675603474,18SVH,,,,,,,,,,,
chip_122_576,-77.21566558928441,42.78673987742006,18TUN,,,,,,,,,,,
chip_100_367,-94.54847211707131,45.45534726118804,15TUL,,,,,,,,,,,
chip_060_258,-104.19164544644556,47.64815051997687,13TEN,,,,,,,,,,,
chip_083_208,-108.3325314467562,45.93297220204981,12TYR,,,,,,,,,,,
chip_151_469,-86.26782158198635,42.023706211120334,16TEM,,,,,,,,,,,
chip_297_352,-95.86193650098046,33.627715953025465,15STT,,,,,,,,,,,
chip_230_282,-101.23169668583952,37.53785674374474,14SKG,,,,,,,,,,,
chip_329_508,-84.81146711612303,31.13802599004645,16RGV,,,,,,,,,,,
chip_111_418,-90.230373697846,44.67423135072971,15TYK,,,,,,,,,,,
chip_059_320,-98.68606685338808,47.9250016508278,14UNU,,,,,,,,,,,
chip_123_582,-76.74673185921503,42.65608755228695,18TUN,,,,,,,,,,,
chip_239_330,-97.53479518012512,37.10087065521899,14SPG,,,,,,,,,,,
chip_119_556,-78.79642679193512,43.19043107200961,17TPH,,,,,,,,,,,
chip_257_445,-88.8727568022396,35.81718327381766,16SCE,,,,,,,,,,,
chip_094_385,-92.98623355541608,45.79258166611087,15TVL,,,,,,,,,,,
chip_273_467,-87.33798876563714,34.750118090190384,16SDD,,,,,,,,,,,
chip_282_561,-80.57536689162181,33.49829700417951,17SNT,,,,,,,,,,,
chip_282_265,-102.27083389300344,34.36085389760231,13SGU,,,,,,,,,,,
